relative_path,extension,bytes,sha256,duplicate_group,status,member_count,nested_archives,risky_members,traversal_members,same_name_directory,detail
6.数学建模模型算法大全/模拟退火/遗传退火进化算法.rar.rar,.rar,560929,856e480df56cd8c9582f125ebf16faa7ce4ccc9c5ece485b1017f410b067d777,,成员已索引,4,1,0,0,False,
6.数学建模模型算法大全/神经网络/Matlab神经网络(九)--粒子群算法（PSO）实现函数极值优化.zip,.zip,12223282,3fef2e5b6590c172730192047cd3d538fbc1489d31ec1329e80ae4093c107f9f,,成员已索引,1,0,0,0,False,
6.数学建模模型算法大全/统计分析/00预备知识 SAS软件简介/葡萄酒案例/如何写建模论文/山西会议.zip,.zip,9291963,fc971b5ab3bd958937cdd5f2a2f07a56207f4915055e9a7b6a0b3ef08e8b2e25,,成员已索引,12,0,0,0,False,
6.数学建模模型算法大全/统计分析/时间序列/平稳时间序列模型.rar,.rar,846638,14f7f3b14b2e6f6c5cc3fc2d6af95a56f9b627146b39056d7c88d52e42e9b6d1,,成员已索引,1,0,0,0,False,
6.数学建模模型算法大全/统计分析/时间序列/时间序列分析与预测attachment.rar,.rar,351857,78aa4a17e5f95e8432ddddfb2e79c88f85a6a35260a4b4e8dcf54eb1f22ec617,,成员已索引,1,0,0,0,False,
6.数学建模模型算法大全/综合评价方法/层次分析法/AHP理论/1993B优秀论文.rar,.rar,901932,688ed05606c60ac9a84ad13195311e19c934d322a394be8d985009e636618a10,,成员已索引,6,0,0,0,True,
6.数学建模模型算法大全/综合评价方法/层次分析法/层次分析法matlab程序及说明书.rar,.rar,148105,1011538687590c9cef424b803c00688e89fa1ad739ddc90cd2ca9d51152132e7,,成员已索引,7,0,0,0,False,
6.数学建模模型算法大全/蒙特卡罗算法/蒙特卡洛.rar,.rar,12073028,90dcfc5d0102727e4ce9da9e65c9e7db83f77a6a4dc46b5fd9f0e6c093224a25,,成员已索引,25,1,0,0,False,
6.数学建模模型算法大全/蒙特卡罗算法/蒙特卡洛法/蒙卡模拟.rar,.rar,1402498,c3c571d6fbba039ee2fb9b665c29b563539cf1ca5b3d56af5d7046854c931314,,成员已索引,9,0,0,0,False,
6.数学建模模型算法大全/蒙特卡罗算法/蒙特卡洛法/蒙特卡罗算法.zip,.zip,16509,d7bfacdb171fff4b0ad708c6dbe17eb76aa1c986127dcd2ca2f7cd34fde9e3e9,,成员已索引,27,0,0,0,False,
6.数学建模模型算法大全/蒙特卡罗算法/蒙特卡罗模拟.zip,.zip,1425089,f530e13fb08396fa4f8f8016f5453e0788d4aea5d411ee853219155cec732ad6,,专有格式待工具,0,0,0,0,False,文件头为快压 KZ，不是标准 ZIP；需快压或兼容工具只读清点
6.数学建模模型算法大全/蒙特卡罗算法/蒙特卡罗法.rar,.rar,1719769,45086d2be55f8e967e2449552ae297dfcfa7cd581d698a52ee217f4e263fac75,,成员已索引,14,0,0,0,False,
6.数学建模模型算法大全/蒙特卡罗算法/随机模拟模型.rar,.rar,345452,34f0b8bacaf2baa0c287fd29c942a90919462f022e86be5923feedec3338e558,,成员已索引,17,0,0,0,False,
6.数学建模模型算法大全/蚁群算法/蚁群算法.rar,.rar,1919,9ec7a40acd80c493bbc3dfb91725a2a29d6208ef08683b478cc407efd610e2f9,,成员已索引,1,0,0,0,False,
6.数学建模模型算法大全/规划模型/多目标决策优化.rar,.rar,7884829,23f9b7d45dae49f83cd32c8c9e892a7491d7ed6789e2cf28043770e1641b3bb6,,成员已索引,10,0,0,0,False,
6.数学建模模型算法大全/规划模型/存贮论.rar,.rar,332704,430885e565cccacea38dd801a9c569f858156397094a01a117747a6c770a8952,,成员已索引,2,0,0,0,False,
6.数学建模模型算法大全/遗传算法/chapter1遗传算法工具箱.rar,.rar,2171,715873ad92acee2d1b482016a925a4b54985ac2ab377e04383e88bda064923c5,,成员已索引,2,0,0,0,False,
6.数学建模模型算法大全/遗传算法/Sheffield大学Matlab遗传算法工具箱.rar,.rar,694480,45cf6edc29867e713e44ed49a1d1bafb5ff2549dc982532df9070f9959eacbaa,,成员已索引,4,3,0,0,False,
6.数学建模模型算法大全/遗传算法/一种高效的复杂系统遗传算法_庄健.rar,.rar,924757,b57f1d42f0d4a88b9c1eb276e5ac1f29978fd4a406e242beb71b4e449db953d9,,成员已索引,1,0,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法@遗传退火算法（算法简介 编程技巧 工具箱 应用大全）（含源代码）.zip,.zip,79597398,f1d59dd3662c03d372ad6b8f70ea8721f5b4be7447eedacc96c5fe4d340a3fa9,,成员已索引,343,4,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法@遗传退火算法（算法简介+编程技巧+工具箱+应用大全）（含源代码）/工具箱/遗传算法工具箱/GA.rar,.rar,555643,3cd46e2d7e142e5d59f4e8713436ba169bf45282b84fc62fd8b827ac5823d8bc,ARCH-DUP-001,成员已索引,20,5,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法@遗传退火算法（算法简介+编程技巧+工具箱+应用大全）（含源代码）/工具箱/遗传算法工具箱/GA2.zip,.zip,109092,5c89ec5caaa0c49db4de7da65b227ac2f30d1a890fa33d9eea27c3295f1f9480,ARCH-DUP-002,成员已索引,33,0,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法@遗传退火算法（算法简介+编程技巧+工具箱+应用大全）（含源代码）/工具箱/遗传算法工具箱/Genetic Algorithms/gademo12.zip,.zip,10577,ac0057ea1a40379d8510c2eb77cbda7bcf971c8d504d4caf755738f83acf553b,,成员已索引,11,0,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法@遗传退火算法（算法简介+编程技巧+工具箱+应用大全）（含源代码）/工具箱/遗传算法工具箱/Genetic Algorithms/gademo13.zip,.zip,7668,d6418ae391cd87b95a7e735d471330920081d5a76f23f8cdaf9dd94e941ab322,,成员已索引,9,0,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法@遗传退火算法（算法简介+编程技巧+工具箱+应用大全）（含源代码）/工具箱/遗传算法工具箱/Genetic Algorithms/GAOT.zip,.zip,109092,5c89ec5caaa0c49db4de7da65b227ac2f30d1a890fa33d9eea27c3295f1f9480,ARCH-DUP-002,成员已索引,33,0,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法@遗传退火算法（算法简介+编程技巧+工具箱+应用大全）（含源代码）/工具箱/遗传算法工具箱/Genetic Algorithms/geatbhtm.zip,.zip,222033,4f20c9dac125ec2364303260ec6acc77d31cf9462ff8205bd753b47e15ae4884,,成员已索引,138,0,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法@遗传退火算法（算法简介+编程技巧+工具箱+应用大全）（含源代码）/工具箱/遗传算法工具箱/Genetic Algorithms/PCGAOT.zip,.zip,83776,71165aedc03ccdaae9d35b0c8a76d6053edf08588455fe6faa15ad26c65ea35b,,成员已索引,30,0,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法@遗传退火算法（算法简介+编程技巧+工具箱+应用大全）（含源代码）/工具箱/遗传算法工具箱2/遗传工具箱.rar,.rar,105129,f1f6a30ab3e9cb280437b7df21ac18f375ff9b827240729e79de65443efdb6e1,ARCH-DUP-003,成员已索引,58,0,0,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法实例.rar,.rar,85874,58a4e5bce0ac487314c35c25c7fda0031257b693bc5131c53b2028fd540a091b,,成员已索引,31,0,1,0,False,
6.数学建模模型算法大全/遗传算法/遗传算法视频.rar,.rar,38280628,d0fc53e031ffa6772ece1fc5b3a705661c6e9ef5076e09cd99b6c02e49e93e33,,成员已索引,2,0,0,0,False,
6.数学建模模型算法大全/遗传算法/雷英杰－MATLAB遗传算法工具箱及应用.rar,.rar,10468391,b293129b57db66ffa792b86225c4778a9b803fada092de0faf37f140abd1de71,,成员已索引,177,0,0,0,False,
MATLAB其他源程序代码/MATLAB DCT水印源程序代码.rar,.rar,105736,8a89f69d6a9c7000680850269d7451f2b0c5a0bc3e9b41eeb49f728bc5d18c2c,,成员已索引,7,0,0,0,False,
MATLAB其他源程序代码/MATLAB GUI实现动态画图曲线的源程序代码.rar,.rar,69556,f9c0f27cfc95293e85c4ce15b6c9a602d7a23609ca2bbce23a40f59236252042,,成员已索引,5,0,0,0,False,
MATLAB其他源程序代码/MATLAB三次样条插值法 求信号的包络线 源代码.rar,.rar,1671,151bdb3178236147157432d4947fe1e8434ec7d309f2e37bb3852aa83fa7ab6d,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB中colorbar的设置 源程序代码.rar,.rar,1552,4140a2def797d3e6e3425164fb1166b0d14b66863a60794f31828dce535a4347,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB中的基本语法和语句示例代码.rar,.rar,63924,e96e224fbf951feffd32fa752ba1ec44d3bca9d40cbdb4de1695aebf50c456a0,,成员已索引,10,0,0,0,False,
MATLAB其他源程序代码/MATLAB使用欧拉Euler法求解微分方程组 源程序代码.rar,.rar,1716,34c78a2e74e72e99c5718eea25fda9ce64a40a9638a338607a337b5a812f1b96,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB信号处理 频谱分析加汉宁窗函数 源代码.rar,.rar,1582,be9abfef0e2ff0241e55b58c98ca18982f6d197bea8e6df76f92784cbd028b25,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB光通过三稜镜色散动画.rar,.rar,62202,0112dfcad393d016e3fce5853f5b72a3ddace904fe9715e64c28925f98dff9b3,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB动画 龟兔赛跑 源程序代码.rar,.rar,22972,3735bf4f643c19dfab162c4a4388612ff82d3c995dbdd8cc39602615bed836a1,,成员已索引,6,0,0,0,False,
MATLAB其他源程序代码/MATLAB四阶龙格库塔法 求解微分方程数值解 源程序代码.rar,.rar,1890,668a6e215d32374857903115e7ed3f018e35df149983ba72cc0d5c69ab5dc700,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB图像处理 Hough霍夫曼直线检测 源程序代码.rar,.rar,181836,8eda6dc5763d6d45ce217cb943e649d5704730d564cbc3b75d1b32c673fa4595,,成员已索引,10,0,0,0,False,
MATLAB其他源程序代码/MATLAB图像处理实现直线识别（拟合角平分线）.rar,.rar,135342,6034304dcd3cb4ea0f32eb5c93eafd981e07d4219a858d92026826b68c1791a4,,成员已索引,5,0,0,0,False,
MATLAB其他源程序代码/MATLAB图像处理实现螺纹识别 源程序代码.rar,.rar,18029,f2c69be71c24f97f5eb7151cac93313f683fe5faf8130b5f730764615553239c,,成员已索引,6,0,0,0,False,
MATLAB其他源程序代码/MATLAB夜间车牌识别程序.rar,.rar,98052,a4afccb0df7e11a62b04f615932488ce6969fb4f1fd877ead418d4780fde7d20,,成员已索引,6,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现txt文本数据分离的源程序代码.rar,.rar,2296,487a00ca99f6d29704fb8977327a50b6b37345e7c7125d1f2e8b2b7cfe738322,,成员已索引,5,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现不同插值方法的GUI界面设计 源程序代码.rar,.rar,11134,bbefd7d9cee2b102cf750d9b105ab481e1ffed4fb1f5a454bd55127316760ab4,,成员已索引,10,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现偏微分方程的差分计算 源程序代码.rar,.rar,2158,e98375305bff774dc1d574d72c1c686dba5a96cfef301fde2c5000eff520f2ec,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现单摆在外力矩作用下的动画 源程序代码.rar,.rar,2069,267c16d3b7779d34037cda9936e4a6359590b739aa827263f036318a34c0c46e,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现图像中值 均值 维纳滤波 源程序代码.rar,.rar,5783,d92bc14cd3e1476f90a174c55069eff34f2b77831b17210005181f1654f02d63,,成员已索引,5,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现图像分割otsuf 源程序代码.rar,.rar,492463,b01dda1af17061d036e38867b5ac485aa456a84cd6ba30ce1bec1a00a6feac09,,成员已索引,14,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现图像去噪 滤波 锐化 边缘检测 源程序代码.rar,.rar,7327,e3601a5171f8331155b3cda676231f20d82e12b74ba90ad3e35e7da850f09d0a,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现学生成绩查询系统 源代码程序.rar,.rar,1910394,a75c200840095c201b979e0f7f9f0172e72b95676d66c65471f3cac244fab46d,,成员已索引,11,0,1,0,False,
MATLAB其他源程序代码/MATLAB实现正方体旋转 源程序代码.rar,.rar,1530,808e0a5d9e49c28ffa9e0b3b0320b1c141631060cb6d77f1bb57fe20aeafdf35,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现灰度预测模型的源代码.rar,.rar,2130,9fbe92a4bdde827d861f0fbccdcd5739e59ac496d17f56148a034f7519a3cdfe,,成员已索引,3,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现线性拟合和相关系数 源程序代码.rar,.rar,1596,ebc48e79df06f29f9f5d2ff54af6d6f530f40ec13995b26be7e2722c34694a88,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB实现股票价格预测 源程序代码.rar,.rar,1442,967d05d68026ac4810cf133ed38213008d12f33eb7958e339840d2187dc1e9f4,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB寻找素数的源程序代码.rar,.rar,61780,82dfdd7aa445c9673b053d034c682702b8d787f037fcea36ffd7772dd41fc90f,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB希尔伯特Hilbert变换求包络谱 源程序代码.rar,.rar,2007,4ed229a1e4a49b944b5b80596a7ba786f681c23584727b8b39a2b6c53b68e7fc,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB建模 人口增长模型 源程序代码.rar,.rar,1788,ed75f26d78cd04544b059b77b85280b041505cbd060636eda797431db1466aa9,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB拟合求解圆心和半径 源程序代码.rar,.rar,3257,9d405f362f47153c12b0af8d818cef3e0120b042144b0903c615bd075f718e7c,,成员已索引,5,0,0,0,False,
MATLAB其他源程序代码/MATLAB文字连通域源程序代码.rar,.rar,81947,d3dc1e39be78ce6a969b9465bfe2f6060a3b709ca9b2076bf3534cf182a4d02e,,成员已索引,6,0,0,0,False,
MATLAB其他源程序代码/MATLAB求解偏微分方程（扩散方程）有限差分法 源程序代码.rar,.rar,1794,f5a5425f40471f98f0d6bc9482b22c7c9c0e6f764312b1f1ec380ec9eda78778,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB求解无穷区间定积分问题 源程序代码.rar,.rar,1739,b3c05cf78f73c66606a9e5a47493e9d3c770ab0460287d5af468d58bed2c213b,,成员已索引,5,0,0,0,False,
MATLAB其他源程序代码/MATLAB求解混沌系统微分方程组.rar,.rar,1606,831956a847bf2a74d8c95fd922d33357138c10c368dca1605baddde4ed3dde44,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB求解矩阵的特征值 源程序代码.rar,.rar,1440,ba48547df171a31352f7773782fea02b0d70564f79d217a29ca57b81e5c60ef5,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB求解非线性方程组 fsolve源程序代码.rar,.rar,1901,6a1332b77e15a391900d5d6671e90343f55721afec9d41727e74808483d7fc74,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB求解非线性最小二乘法拟合问题 源程序代码.rar,.rar,2432,711382a6ab480caec11857bb8110fa6c34468bb3b440c5bdc63cb239b97b2109,,成员已索引,5,0,0,0,False,
MATLAB其他源程序代码/MATLAB牛顿法求解非线性方程组 源程序代码.rar,.rar,1507,fb0d23a3bf89f86f45ca9962c7b6b53cf317a82141f37cc694c79f2444d06124,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB生成Gif图片程序源代码.rar,.rar,65360,356d8cbec095b44e89df0fed0c1e4e6f729da84ff1cdeaff5512964d5b5fbc91,,成员已索引,5,0,0,0,False,
MATLAB其他源程序代码/MATLAB符号计算实例 函数的最值点渐近线拐点 源程序.rar,.rar,1771,ce90158eb844fc7d67ae22ab61715347fe17415c4c81f4f32463aadc0cda43ec,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB绘制 维维安尼Viviani曲线 源代码程序.rar,.rar,1531,3df3419d7d3d3e49dd5c7cba03256435d738859d2d7073867ca4b033e7dc87f6,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB绘制分子结构 源程序代码.rar,.rar,1514,0f89d5e3e9c660deef6b3a72c9af32b1dbac40afae3035e8817c05dc90bf2b9d,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB绘制圆形并填充斜线 源程序代码.rar,.rar,28517,857539c69af72b25e2d56d0b4039011ff1591a6c9b02198a88acc4c8b110f5a8,,成员已索引,6,0,0,0,False,
MATLAB其他源程序代码/MATLAB计算粒子速度分布 源程序代码.rar,.rar,2043,8375b531a7ae853cdfaef162783206b42b29b9a9ee1521a9853e507d7167e8d9,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB设计的简单滤波器程序源代码.rar,.rar,62000,df12c7a36c42f225c50a3e100a5a6c60dab68652b5d4d9da4d97088d8d7ad8e9,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/MATLAB霍夫曼Huffman编码译码GUI界面设计 源程序代码.rar,.rar,15158,0161f19ab1cc24c6bd00646ff2b98c31a40601934097a718fd16c4cc682e05c0,,成员已索引,11,0,0,0,False,
MATLAB其他源程序代码/RBF神经网络的训练 MATLAB源程序代码.rar,.rar,1629,d335c89929989969aa677105ed2ee6ce428b6c05d8b30f539586a41ff3fffbe6,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/基于仿射变换的数字图象置乱技术 MATLAB源程序代码.rar,.rar,63727,f613c6dba5983fcd89ce5e3ebd604ee7abf58692bcb75ec280ae745c5d8a9159,,成员已索引,6,0,0,0,False,
MATLAB其他源程序代码/拉格朗日插值 MATLAB源程序代码.rar,.rar,61603,ce595e52f32da0543bbb5f2b70b727774be08e162d2eb63b1b883dd29976db25,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/杨氏双孔干涉实验的MATLAB计算机模拟 源程序代码.rar,.rar,1828459,6eaeceeac9f0bae1b9bbd9365ade4c2be0070948945ab6ed16fed3e578cbcfda,,成员已索引,6,0,1,0,False,
MATLAB其他源程序代码/牛顿Newton插值 MATLAB源程序代码.rar,.rar,61664,04b912c8eef482f4053a314432f577f47814dcc90870c540c11c6c5d0c3543b8,,成员已索引,4,0,0,0,False,
MATLAB其他源程序代码/蒙特卡洛法求椭圆面积的MATLAB源程序代码.rar,.rar,1475,30f8a6189d2ccf0a17bb96c451b6ecdcf5aee6f9391dad47602ed7b734a8f34a,,成员已索引,4,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/Matlab-GUI(视频教程)-2.rar,.rar,40760384,378f3740b6baa021a8aa9187362e298f88bfd1bb258589d7468ff9ad08d6a7a6,,成员已索引,3,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/matlab_GUI设计.rar,.rar,306397,1c1f42bbf832d739108e8d4d5d2031dad1d6e9212432dfdb9b167d57805e7990,,成员已索引,42,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/Matlab汇总_3257.zip,.zip,195308681,b5bdb1ba11d24239aa4b96cde3fefc0708a61322b03d8da5cec364bd1783f627,,成员已索引,546,2,6,0,False,
推荐基础数模资料学习/matlab编程学习/MATLAB神经网络30个案例分析[全文PDF] 及代码] 打包下载.zip,.zip,13259245,9a2c8b698aab0c01652bc1ce542487ce5a246ec4391a5237bab8732e4c87b73d,,成员已索引,285,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/MATLAB语言常用算法程序集.rar,.rar,115698,83871cd2bf958ffa842f760b28e2ca6d0ec1a1e769bc73d8718ad72bfb1f3cb5,,成员已索引,270,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/MATLAB遗传算法工具箱及应用.rar,.rar,10458119,b6dd6fee91862854ec6bcdf4d7799192d2d004c2593305f65ee67c6c506b9ae8,,成员已索引,173,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/精通MATLAB7.0混合编程.rar,.rar,16823678,5f22c3904c788749eb9e254ac545b29e039294927db254617225edf6bbcb78e1,,成员已索引,645,0,10,0,False,
推荐基础数模资料学习/matlab编程学习/精通MATLAB最优化计算(龚纯).part1.rar,.rar,10319872,1e5a1ded87d82a3f95cbe1ad81980bb93c2daed5f54a72474a9e8888780bb82e,,成员已索引,1,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/精通MATLAB最优化计算(龚纯).part2.rar,.rar,10319872,4a64d56d0c02115732851fa47a3516d4785d08170d912ab318d2ae12018ef161,,成员已索引,1,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/精通MATLAB最优化计算(龚纯).part3.rar,.rar,10319872,c88bf14b6109259494b86be15b8592e957f60be1eef151b964cf630654014421,,成员已索引,1,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/精通MATLAB最优化计算(龚纯).part4(1).rar,.rar,10319872,3a75c97a73a934ad2b58f7602152bafe33f1bdeeeb3eaec075390f174490a1ac,ARCH-DUP-004,成员已索引,1,0,0,0,False,
