time_s,full_cylinder_distance_m,centerline_distance_m,full_cylinder_effective
0.7390416849204616,10.000126469665734,9.194568354732418,0
0.7452571500020417,9.974594817285869,9.169746788411212,1
0.7514726150836218,9.949060897077128,9.144923090030868,1
0.757688080165202,9.923524708363963,9.120097258861938,1
0.763903545246782,9.897986250469542,9.095269294172398,1
0.770119010328362,9.87244552272084,9.070439195233561,1
0.7763344754099422,9.84690252444372,9.045606961314958,1
0.7825499404915223,9.821357254966946,9.020772591686576,1
0.7887654055731024,9.795809713619274,8.995936085618993,1
0.7949808706546825,9.770259899731034,8.971097442382629,1
0.8011963357362625,9.744707812634381,8.946256661248734,1
0.8074118008178426,9.719153451661473,8.921413741487397,1
0.8136272658994227,9.693596816146954,8.89656868237072,1
0.8198427309810028,9.668037905425402,8.871721483169344,1
0.8260581960625829,9.642476718833521,8.846872143155304,1
0.832273661144163,9.616913255709482,8.822020661599725,1
0.838489126225743,9.591347515392384,8.797167037775235,1
0.8447045913073231,9.565779497222586,8.77231127095354,1
0.8509200563889032,9.540209200542161,8.747453360407741,1
0.8571355214704833,9.514636624694672,8.722593305410575,1
0.8633509865520634,9.489061769024179,8.697731105234658,1
0.8695664516336435,9.463484632877686,8.672866759153727,1
0.8757819167152237,9.437905215602,8.648000266440942,1
0.8819973817968036,9.412323516546886,8.623131626370837,1
0.8882128468783838,9.386739535062647,8.598260838216754,1
0.8944283119599639,9.361153270501633,8.573387901253604,1
0.900643777041544,9.33556472221746,8.54851281475644,1
0.9068592421231241,9.309973889565649,8.52363557800027,1
0.9130747072047041,9.284380771903129,8.498756190260467,1
0.9192901722862843,9.258785368588471,8.473874650812423,1
0.9255056373678643,9.233187678982107,8.448990958933171,1
0.9317211024494444,9.20758770244549,8.424105113898568,1
0.9379365675310245,9.181985438343576,8.399217114986417,1
0.9441520326126046,9.156380886040543,8.37432696147278,1
0.9503674976941847,9.13077404490441,8.349434652636003,1
0.9565829627757647,9.105164914304163,8.324540187754534,1
0.9627984278573449,9.079553493610515,8.299643566106433,1
0.9690138929389249,9.053939782197364,8.274744786971011,1
0.975229358020505,9.028323779437924,8.249843849627142,1
0.9814448231020851,9.002705484710237,8.22494075335551,1
0.9876602881836652,8.97708489739221,8.200035497435787,1
0.9938757532652454,8.951462016865174,8.175128081149097,1
1.0000912183468254,8.925836842511375,8.150218503776399,1
1.0063066834284056,8.90020937371611,8.125306764599896,1
1.0125221485099856,8.874579609866345,8.100392862902071,1
1.0187376135915658,8.84894755035099,8.07547679796508,1
1.0249530786731458,8.823313194561578,8.050558569073099,1
1.0311685437547258,8.797676541891892,8.02563817550966,1
1.037384008836306,8.772037591737618,8.000715616559562,1
1.043599473917886,8.746396343496391,7.975790891507362,1
1.0498149389994662,8.72075279656946,7.950863999639052,1
1.0560304040810462,8.695106950359419,7.925934940241349,1
1.0622458691626262,8.669458804271907,7.9010037126010335,1
1.0684613342442064,8.643808357714372,7.87607031600571,1
1.0746767993257864,8.618155610097238,7.851134749743024,1
1.0808922644073666,8.592500560833628,7.82619701310293,1
1.0871077294889466,8.566843209338277,7.801257105373822,1
1.0933231945705266,8.54118355503071,7.776315025847827,1
1.0995386596521068,8.515521597330258,7.751370773814264,1
1.105754124733687,8.489857335660925,7.726424348565489,1
1.111969589815267,8.464190769449797,7.7014757493946,1
1.118185054896847,8.438521898125192,7.676524975594237,1
1.1244005199784273,8.412850721119796,7.651572026459408,1
1.1306159850600073,8.387177237868041,7.626616901284216,1
1.1368314501415875,8.361501447807944,7.601659599364838,1
1.1430469152231675,8.335823350381087,7.5767001199975414,1
1.1492623803047475,8.31014294503076,7.551738462480017,1
1.1554778453863277,8.284460231205482,7.526774626111716,1
1.1616933104679077,8.258775208354269,7.501808610190104,1
1.167908775549488,8.233087875931426,7.476840414016806,1
1.174124240631068,8.207398233393999,7.451870036892599,1
1.180339705712648,8.18170628020267,7.426897478119596,1
1.1865551707942281,8.156012015820435,7.401922737000859,1
1.1927706358758081,8.130315439715455,7.376945812841354,1
1.1989861009573883,8.104616551357879,7.351966704945309,1
1.2052015660389683,8.07891535022201,7.326985412619171,1
1.2114170311205483,8.053211835787152,7.302001935171399,1
1.2176324962021285,8.027506007534202,7.277016271909763,1
1.2238479612837088,8.001797864948994,7.2520284221440745,1
1.2300634263652888,7.9760874075209545,7.227038385184602,1
1.2362788914468688,7.950374634744088,7.202046160344431,1
1.2424943565284488,7.924659546115341,7.177051746936327,1
1.248709821610029,7.898942141136794,7.1520551442744935,1
1.2549252866916092,7.873222419313798,7.127056351675303,1
1.2611407517731892,7.847500380156636,7.102055368455318,1
1.2673562168547692,7.821776023179211,7.07705219393347,1
1.2735716819363494,7.796049347900949,7.052046827428992,1
1.2797871470179294,7.770320353844504,7.0270392682641525,1
1.2860026120995096,7.744589040537586,7.002029515760352,1
1.2922180771810896,7.718855407512786,6.977017569242049,1
1.2984335422626696,7.6931194543065935,6.952003428035057,1
1.3046490073442498,7.667381180461458,6.926987091466345,1
1.31086447242583,7.641640585524432,6.901968558864913,1
1.31707993750741,7.615897669046294,6.876947829560471,1
1.32329540258899,7.590152430584613,6.851924902885139,1
1.32951086767057,7.56440486970096,6.826899778172184,1
1.3357263327521502,7.538654985963089,6.801872454757521,1
1.3419417978337305,7.512902778942873,6.776842931977573,1
1.3481572629153105,7.48714824821895,6.75181120917122,1
1.3543727279968905,7.46139139337466,6.726777285679265,1
1.3605881930784705,7.435632213999319,6.701741160843854,1
1.3668036581600507,7.4098707096881675,6.676702834009812,1
1.373019123241631,7.384106880041724,6.651662304522959,1
1.3792345883232109,7.358340724667215,6.626619571731634,1
1.3854500534047909,7.3325722431774345,6.601574634986427,1
1.391665518486371,7.306801435191889,6.576527493639459,1
1.397880983567951,7.281028300335923,6.551478147045503,1
1.4040964486495313,7.2552528382415264,6.526426594560778,1
1.4103119137311113,7.229475048547578,6.501372835544837,1
1.4165273788126913,7.203694930898828,6.476316869358267,1
1.4227428438942715,7.1779124849480285,6.45125869536502,1
1.4289583089758517,7.152127710353688,6.426198312930888,1
1.4351737740574317,7.126340606782169,6.401135721424133,1
1.4413892391390117,7.100551173906733,6.376070920215207,1
1.4476047042205917,7.074759411408547,6.351003908678023,1
1.453820169302172,7.0489653189754105,6.325934686188071,1
1.4600356343837522,7.02316889630335,6.300863252124046,1
1.4662510994653322,6.997370143096653,6.275789605867547,1
1.4724665645469122,6.971569059066342,6.25071374680196,1
1.4786820296284922,6.945765643932441,6.225635674315033,1
1.4848974947100724,6.919959897423404,6.200555387795923,1
1.4911129597916526,6.894151819275379,6.175472886638048,1
1.4973284248732326,6.868341409233391,6.150388170236251,1
1.5035438899548126,6.842528667051394,6.125301237990384,1
1.5097593550363928,6.816713592492882,6.100212089302434,1
1.5159748201179728,6.790896185329313,6.0751207235774976,1
1.522190285199553,6.765076445342383,6.050027140224521,1
1.528405750281133,6.739254372322367,6.024931338655434,1
