rank,total_duration_s,minimum_missile_duration_s,M1_duration_s,M2_duration_s,M3_duration_s
1,30.336269667079172,6.688047120912506,13.004401826085207,10.643820720081457,6.688047120912506
2,30.322426107085327,6.674203560918661,13.004401826085207,10.643820720081457,6.674203560918661
3,30.10466170388778,6.688047120912506,12.772793862893817,10.643820720081457,6.688047120912506
4,30.090818143893934,6.674203560918661,12.772793862893817,10.643820720081457,6.674203560918661
5,29.95016118745739,6.688047120912506,12.618293346463428,10.643820720081457,6.688047120912506
6,29.936317627463545,6.674203560918661,12.618293346463428,10.643820720081457,6.674203560918661
7,29.716834221855933,6.688047120912506,12.384966380861968,10.643820720081457,6.688047120912506
8,29.70299066186209,6.674203560918661,12.384966380861968,10.643820720081457,6.674203560918661
9,29.257852712503066,8.44229470250684,10.171737289914766,10.643820720081457,8.44229470250684
10,29.24400915250922,8.428451142512996,10.171737289914766,10.643820720081457,8.428451142512996
11,29.026244749311672,8.44229470250684,9.940129326723376,10.643820720081457,8.44229470250684
12,29.012401189317828,8.428451142512996,9.940129326723376,10.643820720081457,8.428451142512996
13,28.871744232881284,8.44229470250684,9.785628810292987,10.643820720081457,8.44229470250684
14,28.85790067288744,8.428451142512996,9.785628810292987,10.643820720081457,8.428451142512996
15,28.638417267279827,8.44229470250684,9.552301844691527,10.643820720081457,8.44229470250684
16,28.624573707285982,8.428451142512996,9.552301844691527,10.643820720081457,8.428451142512996
17,28.523064713923866,6.688047120912506,11.191196872929902,10.643820720081457,6.688047120912506
18,28.50990701879487,6.688047120912506,11.178039177800908,10.643820720081457,6.688047120912506
19,28.50922115393002,6.674203560918661,11.191196872929902,10.643820720081457,6.674203560918661
20,28.496063458801025,6.674203560918661,11.178039177800908,10.643820720081457,6.674203560918661
21,27.50360513090873,6.688047120912506,10.171737289914766,10.643820720081457,6.688047120912506
22,27.489761570914887,6.674203560918661,10.171737289914766,10.643820720081457,6.674203560918661
23,27.44464775934776,8.358532336759462,8.358532336759462,10.643820720081457,8.44229470250684
24,27.431490064218764,8.345374641630467,8.345374641630467,10.643820720081457,8.44229470250684
25,27.430804199353915,8.358532336759462,8.358532336759462,10.643820720081457,8.428451142512996
26,27.41764650422492,8.345374641630467,8.345374641630467,10.643820720081457,8.428451142512996
27,27.405794868342355,6.688047120912506,13.004401826085207,7.71334592134464,6.688047120912506
28,27.39992283293917,3.7517002867725058,13.004401826085207,10.643820720081457,3.7517002867725058
29,27.39195130834851,6.674203560918661,13.004401826085207,7.71334592134464,6.674203560918661
30,27.375577121130803,3.7517002867725058,13.004401826085207,10.619475008273088,3.7517002867725058
31,27.271997167717338,6.688047120912506,9.940129326723376,10.643820720081457,6.688047120912506
32,27.258153607723493,6.674203560918661,9.940129326723376,10.643820720081457,6.674203560918661
33,27.17418690515096,6.688047120912506,12.772793862893817,7.71334592134464,6.688047120912506
34,27.168314869747782,3.7517002867725058,12.772793862893817,10.643820720081457,3.7517002867725058
35,27.160343345157116,6.674203560918661,12.772793862893817,7.71334592134464,6.674203560918661
36,27.14396915793941,3.7517002867725058,12.772793862893817,10.619475008273088,3.7517002867725058
37,27.11749665128695,6.688047120912506,9.785628810292987,10.643820720081457,6.688047120912506
38,27.103653091293104,6.674203560918661,9.785628810292987,10.643820720081457,6.674203560918661
39,27.019686388720572,6.688047120912506,12.618293346463428,7.71334592134464,6.688047120912506
40,27.013814353317393,3.7517002867725058,12.618293346463428,10.643820720081457,3.7517002867725058
41,27.005842828726728,6.674203560918661,12.618293346463428,7.71334592134464,6.674203560918661
42,26.98946864150902,3.7517002867725058,12.618293346463428,10.619475008273088,3.7517002867725058
43,26.884169685685492,6.688047120912506,9.552301844691527,10.643820720081457,6.688047120912506
44,26.870326125691648,6.674203560918661,9.552301844691527,10.643820720081457,6.674203560918661
45,26.786359423119116,6.688047120912506,12.384966380861968,7.71334592134464,6.688047120912506
46,26.78048738771593,3.7517002867725058,12.384966380861968,10.643820720081457,3.7517002867725058
47,26.77251586312527,6.674203560918661,12.384966380861968,7.71334592134464,6.674203560918661
48,26.756141675907564,3.7517002867725058,12.384966380861968,10.619475008273088,3.7517002867725058
49,26.578496455554795,6.688047120912506,9.233744723058912,10.656704611583377,6.688047120912506
50,26.565612564052877,6.688047120912506,9.233744723058912,10.643820720081457,6.688047120912506
51,26.56465289556095,6.674203560918661,9.233744723058912,10.656704611583377,6.674203560918661
52,26.551769004059032,6.674203560918661,9.233744723058912,10.643820720081457,6.674203560918661
53,26.485239936829224,6.688047120912506,13.06853438386132,6.728658432055401,6.688047120912506
54,26.47139637683538,6.674203560918661,13.06853438386132,6.728658432055401,6.674203560918661
55,26.463283712050583,6.688047120912506,13.046578159082674,6.728658432055401,6.688047120912506
56,26.449440152056738,6.674203560918661,13.046578159082674,6.728658432055401,6.674203560918661
57,26.346888492363405,6.688047120912506,9.002136759867522,10.656704611583377,6.688047120912506
58,26.334004600861483,6.688047120912506,9.002136759867522,10.643820720081457,6.688047120912506
59,26.33304493236956,6.674203560918661,9.002136759867522,10.656704611583377,6.674203560918661
60,26.32737791376625,7.71334592134464,10.171737289914766,7.71334592134464,8.44229470250684
61,26.32016104086764,6.674203560918661,9.002136759867522,10.643820720081457,6.674203560918661
62,26.313534353772404,7.71334592134464,10.171737289914766,7.71334592134464,8.428451142512996
63,26.253631973637837,6.688047120912506,12.83692642066993,6.728658432055401,6.688047120912506
64,26.239788413643993,6.674203560918661,12.83692642066993,6.728658432055401,6.674203560918661
65,26.23167574885919,6.688047120912506,12.814970195891284,6.728658432055401,6.688047120912506
66,26.223618019709384,3.7517002867725058,14.758571811592237,7.71334592134464,3.7517002867725058
67,26.217832188865344,6.674203560918661,12.814970195891284,6.728658432055401,6.674203560918661
68,26.192387975933016,6.688047120912506,8.847636243437133,10.656704611583377,6.688047120912506
69,26.179504084431095,6.688047120912506,8.847636243437133,10.643820720081457,6.688047120912506
70,26.17854441593917,6.674203560918661,8.847636243437133,10.656704611583377,6.674203560918661
71,26.16566052443725,6.674203560918661,8.847636243437133,10.643820720081457,6.674203560918661
72,26.159830290801295,3.7517002867725058,14.694784082684148,7.71334592134464,3.7517002867725058
73,26.09913145720745,6.688047120912506,12.68242590423954,6.728658432055401,6.688047120912506
74,26.095769950574855,7.71334592134464,9.940129326723376,7.71334592134464,8.44229470250684
75,26.085287897213604,6.674203560918661,12.68242590423954,6.728658432055401,6.674203560918661
76,26.08192639058101,7.71334592134464,9.940129326723376,7.71334592134464,8.428451142512996
77,26.0771752324288,6.688047120912506,12.660469679460896,6.728658432055401,6.688047120912506
78,26.063331672434956,6.674203560918661,12.660469679460896,6.728658432055401,6.674203560918661
79,25.99201005651799,3.7517002867725058,14.526963848400847,7.71334592134464,3.7517002867725058
80,25.959061010331556,6.688047120912506,8.614309277835673,10.656704611583377,6.688047120912506
81,25.946177118829638,6.688047120912506,8.614309277835673,10.643820720081457,6.688047120912506
82,25.94521745033771,6.674203560918661,8.614309277835673,10.656704611583377,6.674203560918661
83,25.941269434144466,7.71334592134464,9.785628810292987,7.71334592134464,8.44229470250684
84,25.932333558835793,6.674203560918661,8.614309277835673,10.643820720081457,6.674203560918661
85,25.9282223276099,3.7517002867725058,14.463176119492758,7.71334592134464,3.7517002867725058
